Date,gross_return,strategy_return,turnover,transaction_cost,cash_weight,strategy_equity,gross_strategy_equity,strategy_drawdown,price,short_sma,long_sma,signal,position,fallback_position,buy_hold_return,buy_hold_equity,buy_hold_drawdown
2015-01-27,0.0,0.0,0.0,0.0,1.0,10002.190642869826,10002.190642869826,0.0,24.150564193725586,,,0.0,0.0,0.0,-0.03501293510953407,9982.624415695813,-0.03501293510953418
2015-01-28,-0.0002190163083310992,-0.0002190163083310992,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,25.515857696533203,,,0.0,0.0,0.0,0.056532571738523885,10546.967846614876,0.0
2015-01-29,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,26.310256958007812,,,0.0,0.0,0.0,0.03113355117913774,10875.33240985218,0.0
2015-01-30,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,25.925233840942383,24.48281240463257,,0.0,0.0,0.0,-0.01463395502673892,10716.183284465567,-0.01463395502673892
2015-02-02,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,26.250518798828125,24.585708332061767,,0.0,0.0,0.0,0.012547040458012582,10850.639669691236,-0.0022705273945075044
2015-02-03,0.0002190642869825954,0.0002190642869825954,0.0,0.0,1.0,10002.190642869826,10002.190642869826,0.0,26.254941940307617,24.72290258407593,,0.0,0.0,0.0,0.00016849729764922827,10852.467973153343,-0.0021024126745885496
2015-02-04,-0.0002190163083310992,-0.0002190163083310992,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,26.45630645751953,24.87005434036255,,0.0,0.0,0.0,0.007669585317298777,10935.701902176696,0.0
2015-02-05,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,26.6451358795166,25.010162162780762,,0.0,0.0,0.0,0.007137406814525349,11013.75445545491,0.0
2015-02-06,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,26.420759201049805,25.093245887756346,,0.0,0.0,0.0,-0.008420924535021301,10921.00846033827,-0.008420924535021301
2015-02-09,-0.0002186501767991178,-0.0002186501767991178,0.0,0.0,1.0,9997.813498232008,9997.813498232008,-0.0004376185971758373,26.596263885498047,25.183777236938475,,0.0,0.0,0.0,0.006642681351914703,10993.553239581859,-0.001834180701481447
2015-02-10,0.00021869799515439325,0.00021869799515439325,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,27.107215881347656,25.33039312362671,,0.0,0.0,0.0,0.01921141999678433,11204.755008124475,0.0
2015-02-11,-0.0002186501767991178,-0.0002186501767991178,0.0,0.0,1.0,9997.813498232008,9997.813498232008,-0.0004376185971758373,27.742576599121094,25.498044776916505,,0.0,0.0,0.0,0.023438803916806084,11467.381063695757,0.0
2015-02-12,0.0,0.0,0.0,0.0,1.0,9997.813498232008,9997.813498232008,-0.0004376185971758373,28.093582153320312,25.687893676757813,,0.0,0.0,0.0,0.012652233398189106,11612.46904537961,0.0
2015-02-13,0.00021869799515439325,0.00021869799515439325,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,28.231311798095703,25.917600059509276,,0.0,0.0,0.0,0.004902530550348949,11669.399529639566,0.0
2015-02-17,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,28.397926330566406,26.16482009887695,,0.0,0.0,0.0,0.0059017637459533034,11738.269568720636,0.0
2015-02-18,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,28.595645904541016,26.391721534729005,,0.0,0.0,0.0,0.006962465205136992,11819.996862161373,0.0
2015-02-19,0.0,0.0,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,28.535654067993164,26.606439781188964,,0.0,0.0,0.0,-0.002097936054604954,11795.199264578927,-0.002097936054605065
2015-02-20,-0.0002186501767991178,-0.0002186501767991178,0.0,0.0,1.0,9997.813498232008,9997.813498232008,-0.0004376185971758373,28.7689208984375,26.80128879547119,,0.0,0.0,0.0,0.008174574512591182,11891.619999858087,0.0
2015-02-23,0.00021869799515439325,0.00021869799515439325,0.0,0.0,1.0,10000.0,10000.0,-0.0002190163083310992,29.546464920043945,27.0285982131958,,0.0,0.0,0.0,0.02702722234008692,12213.017457578077,0.0
